"","COUNTYA","STATEA","Entropia","Entropia_std","H","D_wb","D_wa","D_wl","D_bl","D_ba","D_la"
"1111",51,51,0.0599,0.0334,0.1648,0.8124,0.2877,0.3383,0.7982,0.8424,0.4704
"1112",51,53,0.2052,0.1145,0.1177,0.6225,0.3086,0.2543,0.7167,0.7167,0.405
"1113",51,54,0.096,0.0536,0.1415,0.5276,0.5498,0.3921,0.6097,0.7326,0.6164
"1114",51,55,0.0409,0.0228,0.1138,0.8906,0.768,0.47,0.75,1,0.875
"1115",53,1,0.7598,0.4241,0.3781,0.6094,0.5162,0.3932,0.5996,0.6367,0.5683
"1116",53,5,0.1892,0.1056,0.2599,0.8051,0.4666,0.2765,0.8558,0.8708,0.6085
"1117",53,6,1.1094,0.6192,0.2648,0.6024,0.3756,0.5843,0.705,0.4599,0.5501
"1118",53,8,0.0922,0.0514,0.0914,0.1587,NA,0.5913,0.75,NA,NA
"1119",53,12,0.3346,0.1867,0.2191,0.6487,0.3985,0.2452,0.6681,0.6643,0.374
"1120",53,13,1.0658,0.5948,0.014,0.0178,0.1139,0.1363,0.154,0.1307,0.0233
"1121",53,16,0.3184,0.1777,0.0358,0.5038,0.3455,0.1897,0.5933,0.4641,0.4072
"1122",53,17,0.0837,0.0467,0.1056,0.6844,0.3942,0.3233,0.5229,0.731,0.3426
"1123",53,18,0.4037,0.2253,0.2522,0.6681,0.4717,0.3572,0.4068,0.7534,0.5996
"1124",53,19,0.126,0.0703,0.1059,0.6624,0.5083,0.2933,0.4317,0.1541,0.3634
"1125",53,20,0.2628,0.1466,0.2033,0.7862,0.3559,0.5145,0.6509,0.7627,0.5172
"1126",53,21,0.0418,0.0233,0.107,0.862,0.5783,0.3378,0.9189,0.625,0.7128
"1127",53,22,0.5518,0.308,0.2968,0.5618,0.576,0.3278,0.489,0.5863,0.5928
"1128",53,26,0.1873,0.1046,0.3604,0.9438,0.5222,0.3995,0.8257,0.9075,0.6609
"1129",53,27,0.4965,0.2771,0.2373,0.6348,0.3859,0.3364,0.4421,0.513,0.3781
"1130",53,28,0.6843,0.3819,0.3044,0.5506,0.5541,0.5814,0.4234,0.7508,0.7594
"1131",53,29,0.358,0.1998,0.1964,0.5575,0.5828,0.318,0.5221,0.6017,0.4643
"1132",53,30,0.1687,0.0942,0.0266,0.6559,0.2546,0.1743,0.6041,0.6869,0.3141
"1133",53,31,0.0986,0.055,0.1013,0.5812,0.4319,0.357,0.5736,0.746,0.4363
"1134",53,35,1.0421,0.5816,0.2037,0.3207,0.5002,0.1681,0.3454,0.5002,0.5978
"1135",53,36,0.1696,0.0947,0.122,0.5028,0.4716,0.3252,0.2835,0.4961,0.4562
"1136",53,37,0.4524,0.2525,0.1117,0.3648,0.3788,0.2643,0.4201,0.4609,0.2652
"1137",53,38,0.4605,0.257,0.6842,0.7702,0.7486,0.7163,0.9444,0.3333,0.9444
"1138",53,39,0.2048,0.1143,0.1208,0.4541,0.5266,0.3914,0.5305,0.5138,0.5335
"1139",53,40,0.1463,0.0817,0.0972,0.8223,0.7272,0.3902,0.8621,0.2857,0.8621
"1140",53,41,0.3925,0.2191,0.103,0.4104,0.3205,0.4168,0.3185,0.2958,0.4549
"1141",53,42,0.1029,0.0574,0.3372,0.8799,0.5667,0.6074,0.4317,0.9302,0.7826
"1142",53,45,0.7284,0.4065,0.1193,0.3499,0.4696,0.3038,0.3716,0.5128,0.5826
"1143",53,46,0.248,0.1384,0.1051,0.8273,0.7599,0.3215,0.8148,1,0.8
"1144",53,47,0.5311,0.2964,0.3526,0.5785,0.6076,0.349,0.588,0.75,0.6051
"1145",53,48,0.4515,0.252,0.1159,0.5758,0.3546,0.3532,0.4479,0.6251,0.5499
"1146",53,49,0.2101,0.1173,0.0508,0.5915,0.2524,0.187,0.5481,0.5355,0.2699
"1147",53,51,0.7133,0.3981,0.1087,0.3078,0.3255,0.2488,0.4673,0.5013,0.497
"1148",53,53,0.665,0.3711,0.1355,0.5272,0.3996,0.3053,0.3048,0.3384,0.2876
"1149",53,54,0.0754,0.0421,0.1744,0.6752,0.6157,0.5568,0.747,0.6571,0.5986
"1150",53,55,0.2494,0.1392,0.3137,0.6039,0.4132,0.4958,0.7277,0.697,0.5414
"1151",55,1,0.466,0.2601,0.5051,0.7551,0.6794,0.4309,0.6986,0.8056,0.6742
"1152",55,5,0.0655,0.0365,0.0671,0.5354,0.4513,0.3027,0.6464,0.5944,0.5792
"1153",55,6,0.6455,0.3603,0.1081,0.5937,0.4088,0.2961,0.6442,0.3631,0.5149
"1154",55,8,0.7578,0.4229,0.1157,0.4358,0.4839,0.3591,0.5166,0.6192,0.5018
"1155",55,12,0.5752,0.321,0.3487,0.7544,0.4971,0.3739,0.6907,0.862,0.5481
"1156",55,13,0.3367,0.1879,0.2812,0.5635,0.7384,0.3683,0.5931,0.6355,0.6407
"1157",55,16,0.1683,0.0939,0.0719,0.5455,0.3288,0.1869,0.56,0.5715,0.3606
"1158",55,17,0.0604,0.0337,0.1258,0.7149,0.5127,0.4262,0.7449,0.8611,0.6629
"1159",55,18,0.0596,0.0332,0.0889,0.6953,0.5192,0.328,0.7877,0.7246,0.5284
"1160",55,19,0.0518,0.0289,0.1219,0.6608,0.5068,0.4669,0.7179,0.7214,0.759
"1161",55,20,0.813,0.4538,0.1239,0.333,0.4869,0.3577,0.3152,0.3227,0.4225
"1162",55,21,0.0847,0.0473,0.1628,0.6147,0.6647,0.4647,0.6282,0.8237,0.75
"1163",55,22,0.68,0.3795,0.3034,0.5854,0.505,0.2415,0.5641,0.7575,0.4704
"1164",55,26,0.1525,0.0851,0.0923,0.6164,0.3071,0.2509,0.6398,0.6111,0.3967
"1165",55,27,0.0614,0.0343,0.0833,0.6504,0.385,0.3683,0.6464,0.6814,0.416
"1166",55,28,0.7194,0.4015,0.0321,0.1875,0.7119,0.5452,0.3577,0.5244,0.1667
"1167",55,29,0.0618,0.0345,0.0813,0.8586,0.4229,0.3516,0.8684,0.7083,0.5417
"1168",55,30,0.0831,0.0464,0.1145,0.8802,0.7551,0.5196,1,0.5,0.7
"1169",55,31,0.5573,0.3111,0.3633,0.7487,0.3496,0.4334,0.7185,0.7466,0.5412
"1170",55,35,0.8687,0.4848,0.2687,0.3958,0.4353,0.3469,0.5289,0.4478,0.5343
"1171",55,36,0.6221,0.3472,0.3455,0.7056,0.3979,0.5888,0.407,0.6762,0.5734
"1172",55,37,0.2379,0.1328,0.3112,0.745,0.4835,0.3018,0.7767,0.8589,0.4724
"1173",55,38,0.2401,0.134,0.6124,0.9617,0.7025,0.6811,0.7368,0.8889,0.6462
"1174",55,39,0.1276,0.0712,0.1922,0.5093,0.3812,0.2991,0.6,0.643,0.3583
"1175",55,40,0.5723,0.3194,0.1169,0.5066,0.4337,0.2285,0.5991,0.6186,0.6042
"1176",55,41,0.1837,0.1025,0.0829,NA,0.4652,0.3816,NA,NA,0.1429
"1177",55,42,0.202,0.1127,0.1276,0.4886,0.3872,0.3144,0.3751,0.4942,0.3529
"1178",55,45,0.6567,0.3665,0.1745,0.3695,0.5209,0.2666,0.4439,0.5642,0.4643
"1179",55,46,0.14,0.0782,0.0573,0.4521,0.4842,0.4842,0.3636,0.25,0.1136
"1180",55,47,0.4487,0.2504,0.1577,0.3801,0.5896,0.2867,0.542,0.6327,0.6329
"1181",55,48,0.9838,0.5491,0.1642,0.5183,0.6067,0.3939,0.4027,0.4851,0.6083
"1182",55,49,0.1654,0.0923,0.1646,0.5367,0.137,0.2403,0.68,0.5,0.18
"1183",55,53,0.1774,0.099,0.0468,0.3774,0.2395,0.2663,0.3651,0.2684,0.2777
"1184",55,54,0.3032,0.1692,0.3213,0.669,0.5745,0.3297,0.6973,0.7787,0.5638
"1185",55,55,0.1521,0.0849,0.1089,0.6643,0.441,0.3834,0.6158,0.5824,0.4866
"1186",57,1,0.4105,0.2291,0.2091,0.5132,0.452,0.5611,0.6891,0.7492,0.7179
"1187",57,5,0.7074,0.3948,0.2429,0.4734,0.5614,0.3817,0.3943,0.6741,0.6595
"1188",57,6,0.289,0.1613,0.0557,0.5192,0.2569,0.2091,0.5748,0.5536,0.3133
"1189",57,8,0.3494,0.195,0.0781,NA,0.4356,0.3848,NA,NA,0.0508
"1190",57,12,0.8352,0.4661,0.2745,0.6659,0.3434,0.3824,0.6094,0.6866,0.454
"1191",57,13,0.1997,0.1114,0.1817,0.6213,0.41,0.2603,0.6308,0.6256,0.4159
"1192",57,16,0.2601,0.1452,0.0706,0.4842,0.377,0.2608,0.3868,0.3378,0.3256
"1193",57,17,0.161,0.0899,0.331,0.8215,0.4793,0.485,0.5465,0.845,0.7149
"1194",57,18,0.1495,0.0834,0.0586,0.3191,0.3624,0.2368,0.34,0.4302,0.3064
"1195",57,19,0.2475,0.1381,0.1373,0.5249,0.373,0.3064,0.4207,0.5722,0.4176
"1196",57,20,0.6466,0.3609,0.1746,0.488,0.4873,0.4555,0.2599,0.4812,0.3672
"1197",57,21,0.2224,0.1241,0.25,0.5836,0.7879,0.4899,0.7458,0.9479,0.9565
"1198",57,22,0.5969,0.3331,0.2832,0.6203,0.5346,0.2172,0.6473,0.7423,0.5449
"1199",57,26,0.2502,0.1396,0.1225,0.7455,0.5589,0.2684,0.7741,0.6468,0.6358
"1200",57,27,0.1188,0.0663,0.0942,0.8511,0.5666,0.3962,0.973,0.9231,0.5447
"1201",57,28,0.2967,0.1656,0.2309,0.5822,0.6449,0.2541,0.4992,0.6952,0.6701
"1202",57,29,0.1355,0.0756,0.0479,0.4278,0.4419,0.2466,0.5553,0.6667,0.4781
"1203",57,30,0.1329,0.0742,0.0305,NA,0.3334,0.216,NA,NA,0.4423
"1204",57,31,0.0597,0.0333,0.0903,NA,0.3884,0.3633,NA,NA,0.4833
"1205",57,35,0.7546,0.4212,0.0859,0.2346,0.3804,0.2706,0.4459,0.4676,0.5549
"1206",57,36,0.2877,0.1606,0.2008,0.3724,0.3643,0.5747,0.3859,0.4594,0.5685
"1207",57,37,0.3933,0.2195,0.3398,0.6733,0.6235,0.3869,0.5926,0.6701,0.5683
"1208",57,38,0.171,0.0954,0.1511,0.5736,0.4697,0.4817,0.7619,0.5278,0.7262
"1209",57,39,0.4135,0.2308,0.2755,0.596,0.4063,0.3221,0.5956,0.6667,0.312
"1210",57,40,0.7681,0.4287,0.0883,0.4866,0.6835,0.2856,0.2067,0.506,0.5996
"1211",57,41,0.2049,0.1144,0.0632,0.5987,0.2667,0.3203,0.6617,0.5954,0.3537
"1212",57,42,0.0891,0.0497,0.1578,0.6793,0.4174,0.5022,0.5,0.5157,0.3795
"1213",57,45,0.608,0.3393,0.204,0.4041,0.5144,0.3836,0.4409,0.6809,0.6983
"1214",57,46,0.0498,0.0278,0.1548,0.7808,0.6451,0.6209,1,1,0.4835
"1215",57,47,0.0746,0.0416,0.1003,0.4765,0.6324,0.3664,0.5849,0.6691,0.6341
"1216",57,48,0.9048,0.505,0.1861,0.5729,0.5732,0.4358,0.3727,0.8147,0.7395
"1217",57,49,0.4428,0.2471,0.1349,0.4883,0.2977,0.4032,0.305,0.4329,0.3767
"1218",57,51,0.7435,0.415,0.0864,0.273,0.3133,0.4984,0.5933,0.4402,0.3333
"1219",57,53,0.398,0.2221,0.1309,0.5248,0.2636,0.3646,0.579,0.5047,0.3911
"1220",57,54,0.1714,0.0956,0.1903,0.6276,0.4524,0.4384,0.5161,0.4972,0.5885
"1221",57,55,0.1208,0.0674,0.1425,0.4951,0.5016,0.3406,0.6335,0.5338,0.6974
"1222",59,1,0.2309,0.1288,0.3036,0.7009,0.7136,0.3941,0.6518,0.9687,0.9406
"1223",59,5,0.4134,0.2307,0.4669,0.7317,0.5172,0.2534,0.7542,0.6826,0.5065
"1224",59,6,0.9477,0.5289,0.2142,0.4361,0.3629,0.5363,0.4322,0.4221,0.4878
"1225",59,8,0.4132,0.2306,0.0549,0.3601,0.2715,0.2322,0.3175,0.3701,0.2636
"1226",59,12,0.3346,0.1867,0.188,0.6529,0.4993,0.2905,0.5079,0.7285,0.5952
"1227",59,13,0.7747,0.4324,0.2094,0.5027,0.3575,0.1988,0.4366,0.6234,0.3651
"1228",59,16,0.1599,0.0892,0.063,NA,0.1809,0.3065,NA,NA,0.3099
"1229",59,17,0.0762,0.0425,0.1216,0.5625,0.4847,0.4357,0.6637,0.4091,0.5966
"1230",59,18,0.0842,0.047,0.0745,0.5655,0.4144,0.2819,0.4873,0.6037,0.4318
"1231",59,19,0.0573,0.032,0.1452,0.8225,0.587,0.4594,0.9423,1,0.6654
"1232",59,20,0.2449,0.1367,0.1016,0.4637,0.5347,0.4011,0.4059,0.4901,0.5939
"1233",59,21,0.2257,0.126,0.2878,0.6229,0.4929,0.3773,0.6535,0.74,0.5999
"1234",59,22,0.3814,0.2129,0.371,0.7307,0.656,0.4904,0.6172,0.7506,0.6341
"1235",59,26,0.1116,0.0623,0.0718,0.5324,0.4935,0.2716,0.523,0.6338,0.4765
"1236",59,27,0.1074,0.0599,0.0485,0.3913,0.2496,0.2618,0.5818,0.4428,0.3317
"1237",59,28,0.6237,0.3481,0.3612,0.6383,0.4941,0.2885,0.6276,0.7267,0.4554
"1238",59,29,0.0928,0.0518,0.0761,0.7657,0.4667,0.2977,0.7827,0.8235,0.6262
"1239",59,30,0.1363,0.0761,0.0354,NA,0.7514,0.1607,NA,NA,0.7692
"1240",59,31,0.0836,0.0466,0.1526,0.6151,0.8627,0.4945,0.7231,0.9231,0.7714
"1241",59,35,0.6669,0.3722,0.0685,0.667,0.7053,0.2495,0.5525,1,0.8252
"1242",59,36,0.6488,0.3621,0.355,0.8553,0.358,0.4659,0.5803,0.804,0.4919
"1243",59,37,0.3643,0.2033,0.0965,0.326,0.533,0.2952,0.4505,0.7208,0.4855
"1244",59,38,0.1252,0.0698,0.0814,0.5363,0.4599,0.4785,0.6284,0.4734,0.4296
"1245",59,39,0.1426,0.0796,0.1818,0.5758,0.5565,0.3883,0.6119,0.6519,0.5432
"1246",59,40,0.1496,0.0835,0.0917,0.7627,0.7627,0.3934,0.5833,0,0.5833
"1247",59,41,0.5204,0.2904,0.1959,0.6335,0.4178,0.4162,0.6548,0.571,0.4648
"1248",59,42,0.1194,0.0666,0.1508,0.6059,0.4659,0.308,0.5506,0.6658,0.5538
"1249",59,45,0.6367,0.3554,0.2323,0.4561,0.4902,0.3997,0.574,0.638,0.5762
"1250",59,46,0.0507,0.0283,0.1654,0.8616,0.4276,0.5693,0.9091,0.8182,0.6364
"1251",59,47,0.1463,0.0817,0.2339,0.5925,0.5737,0.4811,0.688,0.7229,0.565
"1252",59,48,0.2184,0.1219,0.0724,0.9065,0.6143,0.292,0.9591,0.9697,0.4672
"1253",59,51,0.7958,0.4441,0.1188,0.4504,0.24,0.3631,0.3844,0.4427,0.2859
"1254",59,53,0.2532,0.1413,0.0402,0.7532,0.3433,0.2789,0.8023,0.8367,0.4792
"1255",59,54,0.1585,0.0885,0.3035,0.7349,0.6857,0.471,0.8031,0.54,0.8145
"1256",59,55,0.4068,0.227,0.2197,0.6826,0.4078,0.4445,0.4076,0.6814,0.5424
"1257",60,2,0.8838,0.4932,0.1261,0.733,0.0094,0.1836,0.5494,0.7237,0.1742
"1258",61,1,0.4266,0.2381,0.1535,0.4652,0.6068,0.3481,0.4561,0.7785,0.6891
"1259",61,5,0.61,0.3405,0.2567,0.552,0.5211,0.3093,0.6007,0.6768,0.7048
"1260",61,6,0.4706,0.2626,0.0729,0.3311,0.3035,0.2941,0.4194,0.3126,0.4113
"1261",61,8,0.1877,0.1047,0.0522,NA,NA,0.1358,NA,NA,NA
"1262",61,12,0.4635,0.2587,0.4224,0.7548,0.4351,0.4538,0.7093,0.8255,0.5974
"1263",61,13,0.7172,0.4003,0.0175,0.1159,0.7021,0.304,0.1979,0.712,0.6842
"1264",61,16,0.2915,0.1627,0.0887,0.8786,0.3451,0.4244,0.7857,0.9286,0.4524
"1265",61,17,0.0539,0.0301,0.1017,0.5681,0.6146,0.3382,0.6591,0.7143,0.5682
"1266",61,18,0.0775,0.0433,0.0731,0.4694,0.43,0.3436,0.567,0.5483,0.4995
"1267",61,19,0.0997,0.0557,0.1359,0.541,0.5412,0.4157,0.4258,0.4691,0.5029
"1268",61,20,0.9469,0.5284,0.067,0.2982,0.26,0.2213,0.1607,0.2327,0.277
"1269",61,21,0.1137,0.0635,0.2197,0.649,0.8736,0.4454,0.6079,0.8452,0.48
"1270",61,22,0.7723,0.431,0.3444,0.6007,0.4468,0.3595,0.5701,0.6479,0.4351
"1271",61,26,0.173,0.0965,0.163,0.5716,0.6379,0.3663,0.4303,0.4806,0.4553
"1272",61,27,0.1894,0.1057,0.2326,0.586,0.4347,0.42,0.6713,0.6775,0.5178
"1273",61,28,0.7152,0.3992,0.1682,0.4045,0.6455,0.37,0.5879,0.7332,0.5436
"1274",61,29,0.0704,0.0393,0.0707,0.7635,0.3958,0.2735,0.7609,0.9167,0.4493
"1275",61,30,0.2229,0.1244,0.0573,0.5523,0.3336,0.3746,0.7073,0.7727,0.2838
"1276",61,31,0.0551,0.0308,0.1937,0.8698,0.7563,0.6274,0.625,1,0.8333
"1277",61,35,0.8737,0.4876,0.1111,0.3917,0.276,0.2234,0.4442,0.491,0.3423
"1278",61,36,1.2216,0.6818,0.4269,0.7769,0.5427,0.716,0.5305,0.7744,0.6847
"1279",61,37,0.7672,0.4282,0.152,0.3664,0.5954,0.4441,0.5288,0.6471,0.6439
"1280",61,38,0.5385,0.3005,0.3684,0.8793,0.5624,0.4607,0.76,1,0.4971
"1281",61,39,0.6182,0.345,0.4754,0.7448,0.4323,0.3478,0.6395,0.7463,0.4291
"1282",61,40,0.5084,0.2838,0.0449,0.8271,0.6437,0.287,0.8814,0.9694,0.7264
"1283",61,41,0.2297,0.1282,0.0694,0.5277,0.4589,0.2231,0.4254,0.4364,0.3827
"1284",61,42,0.234,0.1306,0.3899,0.7955,0.5011,0.4552,0.559,0.8576,0.5992
"1285",61,45,0.7006,0.391,0.0862,0.3027,0.5179,0.3791,0.4085,0.4363,0.56
"1286",61,46,0.0221,0.0123,0.1852,NA,NA,0.7956,NA,NA,NA
"1287",61,47,0.0606,0.0338,0.0922,0.7018,0.6716,0.3836,0.5082,0.6111,0.6078
"1288",61,48,0.5111,0.2852,0.2248,0.5229,0.4975,0.4903,0.6173,0.6412,0.6662
"1289",61,51,0.4697,0.2622,0.0499,0.2443,0.2798,0.2353,0.3373,0.4004,0.2539
"1290",61,53,0.3866,0.2157,0.0727,0.3785,0.3464,0.2055,0.3037,0.3194,0.3228
"1291",61,54,0.2788,0.1556,0.1361,0.3999,0.518,0.3275,0.4023,0.5257,0.3821
"1292",61,55,0.0561,0.0313,0.1068,0.6197,0.454,0.4139,0.5741,0.7262,0.5238
"1293",63,1,0.5102,0.2848,0.1982,0.3784,NA,0.483,0.4961,NA,NA
"1294",63,5,0.1691,0.0944,0.1707,0.6203,0.5545,0.3441,0.5117,0.5584,0.4862
"1295",63,6,0.3981,0.2222,0.0766,0.6078,0.3079,0.2332,0.5941,0.469,0.3784
"1296",63,8,0.2794,0.1559,0.1193,0.6467,0.5876,0.4108,0.6827,0.6528,0.7585
"1297",63,12,0.7225,0.4032,0.2034,0.4384,0.4639,0.6083,0.6378,0.5714,0.6089
"1298",63,13,0.7785,0.4345,0.1603,0.4318,0.3259,0.196,0.3794,0.3799,0.3024
"1299",63,16,0.2973,0.1659,0.0121,0.238,0.3749,0.093,0.2872,0.3333,0.4538
"1300",63,17,0.1446,0.0807,0.0948,0.6927,0.4573,0.3584,0.558,0.7048,0.5254
"1301",63,18,0.1201,0.067,0.2258,0.8222,0.3897,0.3185,0.7004,0.8771,0.479
"1302",63,19,0.0733,0.0409,0.1219,0.6864,0.5206,0.2945,0.6919,0.6509,0.5515
"1303",63,20,0.0454,0.0254,0.1495,0.6932,0.8823,0.466,0.4444,1,0.8889
"1304",63,21,0.022,0.0123,0.1458,0.8692,NA,0.5595,1,NA,NA
"1305",63,22,0.2946,0.1644,0.2627,0.6475,0.4817,0.2221,0.7286,0.6869,0.5407
"1306",63,26,0.0957,0.0534,0.1051,0.8033,0.6267,0.3678,0.8059,0.6414,0.582
"1307",63,27,0.1382,0.0771,0.2014,0.8748,0.6432,0.5459,0.8584,0.9188,0.7574
"1308",63,28,0.4337,0.2421,0.1043,0.3491,0.9787,0.3627,0.4064,0.9606,1
"1309",63,29,0.4243,0.2368,0.2636,0.7501,0.5444,0.5655,0.1845,0.4152,0.3494
"1310",63,30,0.2445,0.1364,0.0915,0.4882,0.4085,0.2136,0.4719,0.5073,0.4368
"1311",63,31,0.084,0.0469,0.0818,0.8351,0.5776,0.1628,0.7368,1,0.5921
"1312",63,36,0.3421,0.1909,0.3214,0.7,0.396,0.3525,0.5961,0.7749,0.4943
"1313",63,37,0.8139,0.4543,0.3502,0.6084,0.4048,0.3386,0.5391,0.6712,0.3367
"1314",63,38,0.0332,0.0185,0.159,0.8652,0.8376,0.6283,1,1,0.875
"1315",63,39,0.2165,0.1208,0.0972,0.4613,0.4629,0.3406,0.3814,0.4515,0.5272
"1316",63,40,0.6481,0.3617,0.1133,0.6065,0.6645,0.3059,0.5809,0.8207,0.7574
"1317",63,41,0.1413,0.0789,0.063,0.6674,0.3752,0.2387,0.6018,0.4783,0.3925
"1318",63,42,0.145,0.0809,0.1849,0.6294,0.577,0.4068,0.5018,0.4656,0.4263
"1319",63,45,0.4419,0.2466,0.2097,0.5304,0.4298,0.3223,0.5097,0.6287,0.4289
"1320",63,46,0.0926,0.0517,0.0077,0.131,NA,0.1977,0.0667,NA,NA
"1321",63,47,0.2407,0.1344,0.1644,0.5068,0.4396,0.3428,0.5149,0.6646,0.5495
"1322",63,48,0.7603,0.4243,0.1557,0.3982,0.7038,0.2772,0.3337,0.8863,0.7884
"1323",63,51,0.1691,0.0944,0.1522,0.5537,0.5793,0.402,0.5973,0.675,0.6642
"1324",63,53,0.3365,0.1878,0.0783,0.4542,0.3112,0.2403,0.3669,0.3967,0.2953
"1325",63,54,0.1106,0.0617,0.0805,0.4203,0.6378,0.2717,0.5644,0.6038,0.5122
"1326",63,55,0.2116,0.1181,0.196,0.488,0.6538,0.3694,0.4235,0.4985,0.4908
"1327",65,1,0.7098,0.3962,0.1512,0.3853,0.5467,0.5294,0.4634,0.5112,0.4364
"1328",65,5,0.0861,0.0481,0.0573,0.6382,0.5282,0.2763,0.7746,0.8571,0.505
"1329",65,6,0.9452,0.5275,0.1745,0.5208,0.3971,0.399,0.4631,0.4113,0.465
"1330",65,8,0.6307,0.352,0.0414,0.3567,0.3362,0.1708,0.443,0.4141,0.3561
"1331",65,12,0.7702,0.4299,0.0602,0.2077,0.5143,0.2732,0.2886,0.6217,0.5442
"1332",65,13,0.6539,0.365,0.1752,0.3756,0.2887,0.4015,0.5672,0.5937,0.5833
"1333",65,16,0.2451,0.1368,0.0599,0.432,0.2406,0.292,0.4979,0.3328,0.3689
"1334",65,17,0.0495,0.0276,0.0959,0.7553,0.5307,0.4234,0.5862,0.9375,0.8276
"1335",65,18,0.1091,0.0609,0.1289,0.5404,0.4477,0.366,0.6127,0.7159,0.5326
"1336",65,19,0.0879,0.049,0.1402,0.7297,0.449,0.4486,0.7477,0.6205,0.6032
"1337",65,20,0.2161,0.1206,0.1284,0.5084,0.5638,0.2863,0.3986,0.6176,0.4348
"1338",65,21,0.032,0.0179,0.0909,0.7137,0.7456,0.2957,0.6413,0.25,0.6304
"1339",65,22,0.7403,0.4132,0.5976,0.7851,0.7865,0.397,0.6527,0.9678,0.9444
"1340",65,26,0.671,0.3745,0.1836,0.5046,0.4959,0.4114,0.3489,0.5774,0.5708
"1341",65,27,0.0928,0.0518,0.0693,0.6408,0.3896,0.3288,0.6588,0.6931,0.5118
"1342",65,28,0.7285,0.4066,0.1249,0.318,0.5705,0.5793,0.4015,0.5302,0.6591
"1343",65,29,0.0895,0.05,0.0685,0.7789,0.4318,0.2877,0.9101,0.7817,0.3945
"1344",65,30,0.1068,0.0596,0.0891,0.7571,0.5188,0.4376,0.8333,1,0.5694
"1345",65,31,0.0735,0.041,0.1199,0.827,0.602,0.3942,0.8378,1,0.7838
"1346",65,36,0.3764,0.2101,0.29,0.6724,0.4424,0.5767,0.3356,0.5714,0.5129
"1347",65,37,0.7311,0.408,0.309,0.5445,0.6832,0.4656,0.4894,0.7659,0.6244
"1348",65,38,0.096,0.0536,0.114,NA,NA,0.364,NA,NA,NA
"1349",65,39,0.1137,0.0634,0.0924,0.4138,0.5466,0.3512,0.5259,0.4587,0.6847
"1350",65,40,0.8085,0.4513,0.1567,0.4273,0.4169,0.3927,0.4445,0.4552,0.6344
"1351",65,41,0.4383,0.2446,0.2128,0.4474,0.2657,0.3205,0.4576,0.499,0.4502
"1352",65,42,0.0439,0.0245,0.1263,0.7132,0.5053,0.4728,0.7449,0.8551,0.5714
"1353",65,45,0.7141,0.3986,0.0633,0.2394,0.5762,0.408,0.3954,0.5419,0.7937
"1354",65,46,0.3103,0.1732,0.0677,0.55,0.4137,0.2239,0.6587,0.549,0.5042
"1355",65,47,0.5887,0.3286,0.4754,0.7518,0.4008,0.3599,0.7096,0.7606,0.4619
"1356",65,48,0.2737,0.1527,0.0491,0.5638,0.5958,0.1719,0.3978,0.9091,0.6186
"1357",65,51,0.5965,0.3329,0.1516,0.4038,0.2745,0.2612,0.4146,0.4769,0.413
"1358",65,53,0.3489,0.1947,0.3356,0.5695,0.3853,0.2702,0.5451,0.5842,0.4461
"1359",65,54,0.0977,0.0545,0.1409,0.5202,0.5201,0.395,0.4853,0.5696,0.4578
"1360",65,55,0.0387,0.0216,0.0997,0.6152,0.4563,0.3655,0.6378,0.7,0.6234
"1361",67,1,0.6977,0.3894,0.137,0.3666,0.7594,0.3714,0.3282,0.6999,0.7826
"1362",67,5,0.4694,0.262,0.2839,0.6157,0.5956,0.3437,0.5738,0.5722,0.7444
"1363",67,6,0.9913,0.5533,0.1492,0.5124,0.4781,0.3574,0.3267,0.3756,0.3501
"1364",67,8,0.569,0.3176,0.154,0.4426,0.4237,0.3299,0.4427,0.4247,0.5074
"1365",67,12,0.5972,0.3333,0.2994,0.7465,0.352,0.435,0.3703,0.5825,0.3215
"1366",67,13,0.5223,0.2915,0.1457,0.4883,0.3093,0.2825,0.3464,0.4615,0.2942
"1367",67,16,0.5874,0.3278,0.0722,0.6136,0.3407,0.2651,0.5473,0.7281,0.5193
"1368",67,17,0.0494,0.0276,0.115,0.5477,0.5489,0.3728,0.6127,0.812,0.592
"1369",67,18,0.3353,0.1871,0.2335,0.5968,0.4074,0.2843,0.5415,0.583,0.5039
"1370",67,19,0.0599,0.0335,0.0795,0.7079,0.4696,0.2991,0.7283,0.525,0.6185
"1371",67,20,0.6154,0.3435,0.0605,0.7351,0.3901,0.2449,0.6656,0.6176,0.5268
"1372",67,21,0.5488,0.3063,0.295,0.5955,0.3862,0.3348,0.5905,0.737,0.4527
"1373",67,22,0.7182,0.4009,0.3279,0.5927,0.527,0.4521,0.5228,0.6844,0.6381
"1374",67,26,0.3439,0.1919,0.38,0.9041,0.3295,0.3291,0.7647,0.8892,0.4405
"1375",67,27,0.2121,0.1184,0.1924,0.4749,0.3823,0.544,0.5679,0.5782,0.6241
"1376",67,28,0.6157,0.3436,0.4656,0.6998,0.5606,0.4005,0.6347,0.6477,0.6004
"1377",67,29,0.1002,0.0559,0.04,0.7342,0.5348,0.1843,0.8222,0.8,0.6667
"1378",67,30,0.1835,0.1024,0.0631,0.5725,0.4044,0.2891,0.3718,0.2939,0.2772
"1379",67,31,0.0968,0.054,0.1031,0.6237,0.5144,0.374,0.5212,0.6249,0.4498
"1380",67,36,0.4747,0.2649,0.3441,0.7353,0.4772,0.4566,0.5429,0.7015,0.5268
